Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Bacillus subtilis strain TY-1 chromosome, complete genome",Bacillus subtilis,104,104,20%,5e-20,81.73,4030869,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP104855.1?report=genbank&log$=nucltop&blast_rank=457&RID=7ZWKD9BG015"",""CP104855.1"")"
"Bacillus subtilis strain BYS2 chromosome, complete genome",Bacillus subtilis,104,104,20%,5e-20,81.73,4030791,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP074571.1?report=genbank&log$=nucltop&blast_rank=458&RID=7ZWKD9BG015"",""CP074571.1"")"
"Bacillus subtilis XF-1, complete genome",Bacillus subtilis XF-1,104,104,20%,5e-20,81.73,4061186,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP004019.1?report=genbank&log$=nucltop&blast_rank=459&RID=7ZWKD9BG015"",""CP004019.1"")"
"Bacillus subtilis strain SX01705, complete genome",Bacillus subtilis,104,104,20%,5e-20,81.73,4072531,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP022287.1?report=genbank&log$=nucltop&blast_rank=460&RID=7ZWKD9BG015"",""CP022287.1"")"
"Bacillus subtilis strain MEC_B298 chromosome, complete genome",Bacillus subtilis,104,104,20%,5e-20,81.73,4030831,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP100436.1?report=genbank&log$=nucltop&blast_rank=461&RID=7ZWKD9BG015"",""CP100436.1"")"
"Bacillus subtilis strain H19 chromosome, complete genome",Bacillus subtilis,104,104,20%,5e-20,81.73,4063004,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP039935.1?report=genbank&log$=nucltop&blast_rank=462&RID=7ZWKD9BG015"",""CP039935.1"")"
"Bacillus subtilis strain Z-294 chromosome, complete genome",Bacillus subtilis,104,104,20%,5e-20,81.73,4247419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP180439.1?report=genbank&log$=nucltop&blast_rank=463&RID=7ZWKD9BG015"",""CP180439.1"")"
"Bacillus subtilis strain ATCC 11774 chromosome, complete genome",Bacillus subtilis,104,104,20%,5e-20,81.73,4110138,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP026010.1?report=genbank&log$=nucltop&blast_rank=464&RID=7ZWKD9BG015"",""CP026010.1"")"
"Bacillus subtilis strain ZD01 chromosome, complete genome",Bacillus subtilis,104,104,20%,5e-20,81.73,4015360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP046448.1?report=genbank&log$=nucltop&blast_rank=465&RID=7ZWKD9BG015"",""CP046448.1"")"
"Bacillus subtilis strain SY1483 chromosome, complete genome",Bacillus subtilis,104,104,20%,5e-20,81.73,4117990,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP178716.1?report=genbank&log$=nucltop&blast_rank=466&RID=7ZWKD9BG015"",""CP178716.1"")"
"Bacillus subtilis strain N2-10 chromosome, complete genome",Bacillus subtilis,104,104,20%,5e-20,81.73,4036899,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP098417.1?report=genbank&log$=nucltop&blast_rank=467&RID=7ZWKD9BG015"",""CP098417.1"")"
"Bacillus subtilis strain SRCM102751 chromosome, complete genome",Bacillus subtilis,104,104,20%,5e-20,81.73,4047680,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP028217.1?report=genbank&log$=nucltop&blast_rank=468&RID=7ZWKD9BG015"",""CP028217.1"")"
"Bacillus subtilis subsp. subtilis str. BAB-1, complete genome",Bacillus subtilis subsp. subtilis str. BAB-1,104,104,20%,5e-20,81.73,4021944,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP004405.1?report=genbank&log$=nucltop&blast_rank=469&RID=7ZWKD9BG015"",""CP004405.1"")"
"Bacillus subtilis strain YT-4 chromosome, complete genome",Bacillus subtilis,104,104,20%,5e-20,81.73,4030855,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP137687.1?report=genbank&log$=nucltop&blast_rank=470&RID=7ZWKD9BG015"",""CP137687.1"")"
"Bacillus subtilis strain s-16 chromosome, complete genome",Bacillus subtilis,104,104,20%,5e-20,81.73,4209504,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP063150.1?report=genbank&log$=nucltop&blast_rank=471&RID=7ZWKD9BG015"",""CP063150.1"")"
"Bacillus subtilis strain UD1022, complete genome",Bacillus subtilis,104,104,20%,5e-20,81.73,4025326,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP011534.1?report=genbank&log$=nucltop&blast_rank=472&RID=7ZWKD9BG015"",""CP011534.1"")"
"Bacillus subtilis subsp. subtilis strain ONU 559 chromosome, complete genome",Bacillus subtilis subsp. subtilis,104,104,22%,5e-20,80.18,4004302,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP060417.1?report=genbank&log$=nucltop&blast_rank=473&RID=7ZWKD9BG015"",""CP060417.1"")"
"Bacillus subtilis strain SRCM102756 chromosome, complete genome",Bacillus subtilis,104,104,22%,5e-20,80.18,4145782,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP028218.1?report=genbank&log$=nucltop&blast_rank=474&RID=7ZWKD9BG015"",""CP028218.1"")"
"Bacillus subtilis strain VV2 chromosome, complete genome",Bacillus subtilis,104,104,22%,5e-20,80.18,4013819,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP017676.1?report=genbank&log$=nucltop&blast_rank=475&RID=7ZWKD9BG015"",""CP017676.1"")"
Bacillus subtilis strain MRD-ZNGN chromosome,Bacillus subtilis,99.6,144,49%,2e-18,79.28,4009039,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP174175.1?report=genbank&log$=nucltop&blast_rank=476&RID=7ZWKD9BG015"",""CP174175.1"")"
"Bacillus subtilis subsp. subtilis RO-NN-1, complete genome",Bacillus subtilis subsp. subtilis str. RO-NN-1,99.6,144,49%,2e-18,79.28,4011949,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP002906.1?report=genbank&log$=nucltop&blast_rank=477&RID=7ZWKD9BG015"",""CP002906.1"")"
"Bacillus subtilis strain RO-NN-1 chromosome, complete genome",Bacillus subtilis,99.6,144,49%,2e-18,79.28,4011967,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP103784.1?report=genbank&log$=nucltop&blast_rank=478&RID=7ZWKD9BG015"",""CP103784.1"")"
Bacillus subtilis strain RS10 chromosome,Bacillus subtilis,99.6,99.6,22%,2e-18,79.28,4457201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP046860.1?report=genbank&log$=nucltop&blast_rank=479&RID=7ZWKD9BG015"",""CP046860.1"")"
"Bacillus subtilis strain NIB353 chromosome, complete genome",Bacillus subtilis,93.3,93.3,20%,8e-17,79.81,4247447,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP089148.1?report=genbank&log$=nucltop&blast_rank=480&RID=7ZWKD9BG015"",""CP089148.1"")"
"Bacillus subtilis strain PM0031 chromosome, complete genome",Bacillus subtilis,93.3,93.3,20%,8e-17,79.81,4200128,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP141997.1?report=genbank&log$=nucltop&blast_rank=481&RID=7ZWKD9BG015"",""CP141997.1"")"
"Bacillus subtilis strain 7PJ-16 chromosome, complete genome",Bacillus subtilis,93.3,93.3,20%,8e-17,79.81,4209045,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP023409.1?report=genbank&log$=nucltop&blast_rank=482&RID=7ZWKD9BG015"",""CP023409.1"")"
"Bacillus subtilis strain CP35 chromosome, complete genome",Bacillus subtilis,88.7,88.7,17%,4e-15,82.35,4083881,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP133703.1?report=genbank&log$=nucltop&blast_rank=483&RID=7ZWKD9BG015"",""CP133703.1"")"
"Bacillus subtilis strain TLO3, complete genome",Bacillus subtilis,58.1,58.1,8%,6e-06,92.68,3923177,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP021169.1?report=genbank&log$=nucltop&blast_rank=484&RID=7ZWKD9BG015"",""CP021169.1"")"



		


